,id,Emotion,Text
1927,1928,1, Leave me alone ! 
1932,1933,6, You've got be joking . 
1936,1937,1, Don't brother me ! 
1941,1942,6, No kidding ! Didn't you study for it ? 
1953,1954,1, Peter ! Pack them . Don't read them . 
1968,1969,1," Wait , what are you doing ! You can ’ t just kiss me then go for second base ! "
1969,1970,1,I'm so angry . I feel like killing someone . 
1971,1972,1,My son has really taken it out of me . He never keeps out of mischief . 
1973,1974,1, Yeah . Anyway he is driving me mad . 
1974,1975,6,The answer is zero ! What a let-down ! 
1975,1976,1, I really want to take him over my knee . 
1981,1982,1," Yes , me too . I think I ’ Ve lost some important clients recently because of this train ! "
1986,1987,1, That ’ s too much . 
1992,1993,1, I simply can't bear your barbaric behavior . 
1994,1995,1, You should feel shameful for your behavior . 
1997,1998,1,It really makes my blood boil when this sort of thing happens . I even want to wring his neck . 
2007,2008,1," I'll never get over it . Oh , Harry , it was all so unnecessary . That man ! ! How could he do this to us after we'd put him up ? "
2008,2009,1, And his story didn't even hold together . I feel such an idiot . 
2009,2010,1,Joan is a thorough drag ! 
2013,2014,1,Finding an excuse is obviously down your alley . And trying to avoid taking care of the children is what you are good at . 
2015,2016,1, You are passing the buck . I'll be hanged if I ask you to go to the park with us . 
2021,2022,1, She ’ s your sister.What she asked was only duck soup for you.Why can ’ t you be good to her ? 
2023,2024,1,I have a bone to pick with you . 
2025,2026,1, You always have a chip on your shoulder . 
2028,2029,1, He's a sad dog . He came to the wedding in jeans ! 
2031,2032,1, How could I feel easy ? I ’ m really pissed . 
2036,2037,1," Shut up . You should think how to make fortunes , not look for a squabble . "
2037,2038,1,I ’ m itching for moving ! 
2039,2040,1," It ’ s so wet and dark , I ’ m just fed up . "
2040,2041,1,Ah ! No ! Damn it ! 
2042,2043,1, So what ? I just lost one hour's worth of work . 
2043,2044,6, Really ? How could you do that ? Don't you save every couple minutes ? 
2052,2053,1," Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen . "
2054,2055,1,"Bob , I'm really upset with you . "
2056,2057,1, You forgot it last year as well . 
2059,2060,1, It is impossible . You cheated on me . 
2061,2062,1, Shut up ! 
2063,2064,1," But you have had lily already ? You should have told me about her , but you didn't . "
2065,2066,1, Leave me ! Go away ! 
2066,2067,1,How could you have done that without asking me first ? 
2072,2073,1," Then , why didn't you try to prevent it in the beginning ? "
2074,2075,1, I don't want to argue anymore . Please get out of my life ! 
2076,2077,1, No way ! Please don't follow me around . 
2079,2080,1,I simply couldn ’ t help giving him the fish-eye when I knew all that . 
2083,2084,1,I wish I knew who had moved our flower pots . 
2085,2086,1, What did you think you were doing ? 
2087,2088,1, How dare you be so inconsiderate ? That's wrong . 
2094,2095,6, Didn't I ? 
2099,2100,1, You can't be serious . How dare you not tell me you are going to marry her ? 
2101,2102,1," Oh , you men ! You are all the same . "
2106,2107,1, Just what I thought ! 
2108,2109,1," Just get out of my face , would you ? "
2112,2113,1, Jennifer Davies ? Give me a break ! I can't stand her . She's such a dweeb ! How could she possibly ace it when she keeps cutting class all the time ? 
2114,2115,1, Get out of here ! 
2116,2117,1," Oh , gag me ! She's totally gross ! "
2118,2119,1, You ! 
2120,2121,1, You told Martha that I was on a date ? What was that all about ? 
2126,2127,1, Don't bother . 
2130,2131,1, Waiter ! 
2134,2135,1," I've never been to such a dirty restaurant , and never seen such slow service . "
2136,2137,1,You ’ re making my blood boil . 
2138,2139,1, I'm about to explode ! You ’ Ve made a mess of this matter . 
2140,2141,1, Sorry isn ’ t good enough ! What can you do to help me ? 
2142,2143,1," Well , obviously , what you ’ re doing is not good enough ! "
2144,2145,1,Look what you've done ! 
2146,2147,1," Yes , and hurry up ! "
2152,2153,1," Yes , and please be more careful in the future ! "
2163,2164,1, That's crossing the line . 
2168,2169,1," Oh , shut up , will you ? It was all your fault.If you'd kept quite this would never have happened . "
2169,2170,1," Oh , so it was my fault , was it ? If I hadn't warned you in time it would have been much worse . "
2171,2172,1, I've had it with Tim ! I think I'm going to quit ! 
2173,2174,1, Yeah ... I know . But I'm sick and tired of all the office power struggles ! 
2175,2176,1," Basically , I think Tim is threatened by me . I'm doing a better job than he is so he's trying to sabotage my career ! "
2177,2178,1, Yes . He's all nice and friendly to my face . But the second I turn around he stabs me in the back ! 
2181,2182,1,I've been standing here since half past seven . Where on earth have you been ? 
2183,2184,1, It's really very easy saying you're sorry . 
2185,2186,1,You didn't tell me she was married ! 
2187,2188,1, I got carried away . I made such a fool of myself . They were both laughing at me ! 
2193,2194,1,"Did Bean send these dirty jokes to you , too ? Look ! "
2195,2196,1, No wonder he asked for my address first-he just wants to harass me ! 
2199,2200,1, Copycat ! 
2201,2202,1," You went out and bought khakis , too ! "
2206,2207,1, That's all right . But why were you so rude to me at lunch . 
2208,2209,1, And why are you yarning now ? Are you bored ? 
2212,2213,1, The tapping of your pen on your desk . It ’ s driving me crazy . 
2213,2214,1, Fine ! By the way would you mind not slurping your coffee every time you have a cup ! 
2214,2215,1," I don ’ t slurp my coffee . And plus , how can you hear it when you ’ re shouting into your phone all the time ? "
2215,2216,1, You ’ Ve got to be kidding me ! You ’ re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ? 
2216,2217,1," Look , we have a lot of accumulated anger from working in these conditions , and it ’ s probably okay to let off steam once in a while . But , it ’ s probably not a good idea to keep it up I ’ m willing to forgive and forget and if you are . "
2217,2218,1, Fine . Let's call a truce . I'll try to more considerate and to keep the noise down . 
2219,2220,1,It smells like an ashtray in here ! 
2221,2222,1, What ’ s wrong ? I thought we agreed that you were gonna quit smoking . 
2223,2224,1," Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before . "
2225,2226,1, Fine ! I want a divorce ! 
2227,2228,1, I'm tired of your cut-and-dried opinions . Who do you think you are ! 
2229,2230,1, Why not ? 
2231,2232,1," The cat has eaten my fish , I'll kill it . "
2235,2236,1,Finding an excuse is obviously down your alley . And trying to avoid taking care of the children is what you are good at . 
2237,2238,1, You are passing the buck . I'll be hanged if I ask you to go to the park with us . 
2239,2240,1,Why didn't you tell me you had a girlfriend ? 
2247,2248,1, You can't be serious . How dare you not tell me you were going to marry her ? 
2249,2250,1," Oh , you men ! You're all the same . "
2251,2252,1, Stay away from me . 
2253,2254,1," I'm serious , Zina . Back off . I have a bottle of pepper spray in my pocket . "
2255,2256,1, Why are you being so nice to me ? Don't think for a second that I trust you . 
2259,2260,6, What ! ? It'll be a miracle if we're ready by the end of the month ! Is she crazy ? 
2261,2262,1, Crazy is too kind . Insane is more like it . Nuts ! Wacko ! Psycho ! 
2262,2263,6,what ? How could you forget to reserve the concert tickets ? 
2264,2265,1, How could you ? I reminded you just this morning . 
2268,2269,1,You didn't ring me last night.You said you would . 
2270,2271,1, That's all right . But why were you so rude to me at lunch . 
2271,2272,6," Was I ? Sorry , I didn'y mean to be . I do apologize . "
2272,2273,1, And why are you yarning now ? Are you bored ? 
2277,2278,6, Why ? 
2279,2280,1, It is stupid to say so . 
2281,2282,1, How could I feel easy ? I ’ m really pissed . 
2285,2286,1," Hi , Gary , what happened ? I was waiting for you at the theater . Why didn ’ t you meet me there ? "
2287,2288,1, Don ’ t you know our movie starts at seven ? And we were going to meet at the theater at five to seven . Then it doesn ’ t make sense to meet at the apartment . 
2289,2290,1, Why don ’ t you try to be clearer about your intentions ? 
2291,2292,1, It ’ s okay . I don ’ t want to go now . We ’ Ve already missed ten minutes of the movie . I don ’ t want to see a movie without watching the beginning . 
2292,2293,1,They promised us a sea view . 
2294,2295,1, Isn't it awful ? I can't bear to look at it . I don't think I can stand this place for two weeks . 
2297,2298,1, I don ’ t want to . 
2299,2300,1, Certainly not . 
2301,2302,1, Turn on the radio ? What for ? 
2303,2304,1, Listen to some music ? And who ’ ll cook dinner ? Will you ? 
2305,2306,1," To a disco ? Oh , no . You know I hate pop . "
2306,2307,1,It's terrible how things have changed.You remember there used to be trees on all these hills . 
2307,2308,6, Really ? There aren't many left now . 
2311,2312,1,You won ’ t believe who ’ s been elected to do overtime on the Baker account ! Me ! I ’ Ve already logged in 20 hours of overtime ! 
2312,2313,1, Wow ! Why so much ? I thought they were getting you an assistant . 
2313,2314,1," They were supposed to , but so far nobody ’ s turned up , and I ’ m left on my own to do the work . This is the first break I ’ Ve had all day . "
2314,2315,1, They ’ re really running you into the ground . Why don ’ t you ask for some time off ? You could take a long weekend and go away somewhere . 
2315,2316,1, You won ’ t believe who ’ s been elected to do overtime on the Baker account ! Me ! I ’ Ve already logged in 20 hours of overtime ! 
2316,2317,1, Wow ! Why so much ? I thought they were getting you an assistant . 
2317,2318,1," They were supposed to , but so far nobody ’ s turned up , and I ’ m left on my own to do the work . This is the first break I ’ Ve had all day . "
2318,2319,1, They ’ re really running you into the ground . Why don ’ t you ask for some time off ? You could take a long weekend and go away somewhere . 
2319,2320,1, You won ’ t believe who ’ s been elected to do overtime on the Baker account ! Me ! I ’ Ve already logged in 20 hours of overtime ! 
2320,2321,1, Wow ! Why so much ? I thought they were getting you an assistant . 
2321,2322,1," They were supposed to , but so far nobody ’ s turned up , and I ’ m left on my own to do the work . This is the first break I ’ Ve had all day . "
2322,2323,1, They ’ re really running you into the ground . Why don ’ t you ask for some time off ? You could take a long weekend and go away somewhere . 
2328,2329,1, His name is not fat boy ! You can be so rude sometimes . 
2329,2330,1,Is that pesky lady coming to the office again ? 
2330,2331,1," Yeah , I'm afraid so . "
2331,2332,1," If there's one thing that bugs me , it's her critical attitude . "
2332,2333,1," Yes , it is annoying . "
2333,2334,1,"I have a complaint to make . The bill you sent me was incorrect . What's more , it isn't the first time "
2335,2336,1, Don't you think it's about time you got them working properly ? 
2337,2338,1,Did you hear what she said to me ? 
2339,2340,1, What do you think I should do about it ? 
2347,2348,1," Really , Mary , you ’ re horrible . "
2348,2349,1," Why don ’ t you marry Rose , then ? "
2349,2350,1,Bang ? ! Bang ! Bang ! What are the Kings doing at seven o ’ clock on Sunday morning ? 
2363,2364,1," You don ’ t love me , Roy . "
2365,2366,1," No , you used to be . But not now . You are in love with someone else . You are in love with my friend , Janet . You appreciate her very much . You think she is beautiful and fun to be with and you think I ’ m dumb and uninteresting . "
2367,2368,1, I envy her and also I hate her at the same time . 
2369,2370,1," Oh , shut up , Roy . "
2371,2372,1," Oh , SHUT UP ! "
2373,2374,1, But it was her that makes us so embarrassed . 
2375,2376,1, I don't care . 
2377,2378,1," You can say that again . Susan ’ brother dropped in from out of town , so I offered to put him up for a few days . But he ’ s driving me up a wall . This guy is bottomless pit . "
2378,2379,6, How gross ! I can ’ t handle people like that . Does he at least give you a hand around the house ? 
2379,2380,1, He doesn ’ t lift a finger ! I bend over backwards cleaning up all day and he sleeps in until noon . 
2381,2382,6, You think he might stay even longer ? ! 
2383,2384,1, That wouldn ’ t be a lie ! 
2384,2385,1,How dare you accuse me of stealing your computer ? 
2387,2388,1," Where have you been , Alice , you're over an hour late . "
2389,2390,1," why ere you getting off work so late ? The office close at six , doesn ’ t it ? "
2391,2392,1, Didn ’ t you tell him you have an appointment ? 
2395,2396,1, Don ’ t ever mention him . I ’ m getting over it . 
2397,2398,1, Are you done ? 
2398,2399,1,"Stop running around in front of the TV , will you ? Why don ’ t you just sit and watch ? "
2400,2401,1, Then stay away . Nobody's keeping you from doing that . 
2405,2406,1,I wish I knew who had moved our flower pots . 
2407,2408,1, What did you think you were doing ? 
2409,2410,1, How dare you be so inconsiderate ? That's wrong . 
2414,2415,1, I don't want to . 
2416,2417,1, Certainly not . 
2418,2419,1, Turn on the TV for what ? 
2420,2421,1," Listen to the music ? And who will cook dinner , will you ? "
2423,2424,1,Flight BE407 to Rome is delayed . Will passengers please wait in the lounge . 
2426,2427,1, It ’ s infuriating . I have to be in Rome by five . 
2428,2429,1, What happened to you last night ? You didn ’ t show up . 
2432,2433,1, That's absolutely ridiculous ! 
2433,2434,1,I hate to see the abuse of animals . 
2434,2435,1, It makes me sick . 
2435,2436,1,"I really don't know how to break this to you , but it ’ s eating me alive ! "
2442,2443,6," What ? Are you serious ? Oh , my gosh ! There will be guys everywhere . "
2443,2444,1,Why didn't you tell me you had a girlfriend ? 
2445,2446,1, But you should tell me you were in love with her . 
2447,2448,1, You know you didn't . 
2449,2450,1," Yes , but you might have told me before . "
2451,2452,1, You can't be serious . How dare you not tell me you are going to marry her ? 
2453,2454,1," Oh , you men ! You are all the same . "
2455,2456,1," How could I help but follow it ? The fluctuation of dollar is killing my company ! The exchange rates are eating into our profits , and we can't do anything about it . "
2456,2457,1," It's really frustrating , isn't it ? I have the same problem . I would feel a lot better if the currency was a little more stable . With the way the dollar plummeting lately , my securities have gone up in smoke . "
2457,2458,1," Every day I have less money ! I haven't spent anything , it is just melting away because of the shifts in exchange rate . "
2460,2461,6, Are you kidding ? The Yen is in worse shape than the Dollar ! 
2465,2466,6," What ? ! Isn't there a law against that , I think there is some legislation that requires employers to give their employees a fair rate of wages . You should know your rights ! If you are putting in so many hours , they should give you some kind of compensation . "
2467,2468,1, That's just wrong ! why don't you just quit ? 
2469,2470,1, it sounds like any job will be better than the one you have now ! 
2470,2471,1,Excuse me ! I don't have time to waste . I've been here almost one full hour ! 
2472,2473,6, Unbelievable ! Parking in this city is such a nightmare ! 
2474,2475,1," Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore ! "
2479,2480,1, And let them ruin my life ? Forget it ! 
2486,2487,1," But it is ! Take this morning for example . The subway was so packed this morning , I got totally squished by about a hundred busy commuters on the way to work . "
2496,2497,1, Why didn ’ t you just answer my question directly ? Why would Chinese answer questions this way ? I simply asked if you did it or not . It ’ s a very simple question . And Chinese often give the reason before they would give a direct answer . 
2500,2501,1," Yeah , after all the explanations like , it ’ s too heavy , I was in a hurry ... whatever . "
2501,2502,1,What ’ s the problem ? Things are getting out of hand . You keep sticking your nose where it doesn ’ t belong . 
2504,2505,1,What a terrible house ! 
2506,2507,1," The door bell doesn't work , the sink is leaking , there's no hot water , and the building is falling apart ! "
2511,2512,1, Easy ? Ha ! ! It was easy for them to cheat you ! ! 
2515,2516,1, We'll see how much fun it is after they take all your money ! ! 
2518,2519,1," You are so paranoid ! Not everybody is a crook , you know . "
2519,2520,1,I'll never ever work together with him ! 
2521,2522,1, Will you take my materials back from him for me ? Please ! 
2526,2527,1, What do you mean ? My daddy gave me this car for my birthday last month . It ’ s brand new ! 
2530,2531,6, What ! How am I supposed to get to school or go shopping ? This is not happening ! 
2532,2533,1, I don't think you really want to hear about it . 
2534,2535,1," To be honest , it was horrible ! My manager is such a pain in the neck ! "
2536,2537,1," Well , he made quite a few mistakes on the monthly report and when his supervisor found them , my manager blamed them on me ! "
2538,2539,1," There wasn't really anything that I could do . There's always been a lot of bad blood between my manager and myself . If I had said anything , he would have fired for me for sure . "
2540,2541,1," He treats everyone pretty poorly , but the way he treats me really takes the cake ! "
2542,2543,1, I really have no idea . All I know is that the thought of him really curls my hair ! 
2548,2549,1,I don't know what to do about the people who live in the flat above me ! 
2550,2551,1, They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep ! 
2552,2553,1," I tried to introduce myself to them when they moved in , but they were so arrogant that I didin't want to ever talk to them again ! "
2554,2555,1, They both just talk about how great they are all the time . 
2555,2556,1, They soud like the neighbours from hell ! 
2556,2557,1," They are ! Besides being loud and arrogant , they're also terrible gossips . They're always talking about everybody else in the apartment . "
2572,2573,1, That's horrible . Was that the first time you'd shown up late to work ? 
2587,2588,1, my boss has been breathing down my neck all day . I can't wait for the weekend ! 
2589,2590,1, you can say that again ! He won't even let us check our personal email at work ! 
2591,2592,6, really ? I didn't know that it was against company policy . 
2598,2599,1,It smells like an ashtray in here ! 
2600,2601,1, What ’ s wrong ? I thought we agreed that you were gonna quit smoking . 
2602,2603,1," Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before . "
2604,2605,1, Fine ! I want a divorce ! 
2609,2610,1, But the reservation keeps the car here . That ’ s why you have the reservation . 
2611,2612,1," I don ’ t think you do.If you did , I ’ d have a car.See , you know how to take the reservation , you just don ’ t know how to hold the reservation and that ’ s really the most important part of the reservation , the holding . Anybody can just take them . "
2613,2614,1, Fine . I ’ ll take the compact . 
2615,2616,1," Yeah , you better give me the insurance , because I am gonna beat the hell out of this car . "
2616,2617,1,Look at what you have done . All thumbs . 
2618,2619,1,"Oh , my God ! I've been cheated ! "
2620,2621,1, It's a brick ! I can't believe how stupid I was . Damn it ! 
2627,2628,6, I can't believe how stupid you are . Why didn't you open the box ? 
2631,2632,6, But why would a guy be selling new video cameras for twenty dollars ? 
2639,2640,6," What ? Ed , don ’ t tell me you only have bad news ! "
2641,2642,1, For crying out loud ... How fast are we losing money ? 
2643,2644,6, What ! Geez ! How could this have happened ? So what ’ s the bad news ? 
2645,2646,6, Are you joking ? Get the supplier on the line now ! They have to assume the costs of this mess ! 
2647,2648,1, We ’ re doomed ! 
2649,2650,6, Really ? What ! 
2656,2657,6, What ? Why didn ’ t you tell me before ? What are you doing here ? 
2658,2659,1," What does that have to do with those men shooting at us ? Most importantly , why did you lie to me ! "
2660,2661,1, I can ’ t believe this ! Why are all these things happening to me ! I can ’ t take it anymore ! Let me out of the car ! 
2662,2663,1,Stephanie ! Did you just get to school ? But you were up and about when I left the dorm this morning ! That was about an hour and a half ago . This happens all the time ! Why do you always take so long 
2664,2665,1," Please explain because it makes no sense to me . How can a girl ’ s routine be so complicated ? You get up , you shower , you get dressed , you brush your teeth , you ’ re out the door . Half an hour , tops . "
2669,2670,1, My car won ’ t start ! Stupid old car ! 
2686,2687,6, What ? Why ? I mean ... just like that ? I ’ m fired ? 
2688,2689,6, What ! I resent that ! 
2689,2690,1," Anthony , you were caught making international calls from the office phone , you called in sick in eight times this month and you smell like alcohol ! "
2690,2691,1,"Oh , my God ! I've been cheated ! "
2691,2692,6, What ? What did you buy ? 
2692,2693,1, It's a brick ! I can't believe how stupid I was . Damn it ! 
2709,2710,1,I ’ Ve had it ! I ’ m done working for a company that is taking me nowhere ! 
2711,2712,1," That ’ s exactly what I am going to do ! I ’ Ve decided to create my own company ! I ’ m going to write up a business plan , get some investors and start working for myself ! "
2713,2714,1," Well , no.it can ’ t be that hard ! I mean , all you have to do is explain your business , how you are going to do things and that ’ s it , right ? "
2732,2733,1, I might just ! Enjoy your stupid game ! 
2738,2739,1, Fine ! By the way would you mind not slurping your coffee every time you have a cup ! 
2740,2741,1, You ’ Ve got to be kidding me ! You ’ re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ? 
2749,2750,1," You see , that ’ s what I ’ m talking about , I can ’ t stand your sarcastic jokes anymore "
2753,2754,1," Don ’ t criticize Mario or else I ’ ll start on those fat , drunk friends of yours  they ’ re no saints . "
2755,2756,1," You ’ re unbearable  you can walk home , I ’ m leaving . "
2756,2757,6,I can ’ t believe it ! 
2758,2759,1," Yes , but I bet $ 200 dollars on the Cougars ! "
2760,2761,1, I can ’ t believe it ! I thought the Cougars were going to win for sure . 
2762,2763,1," 20 to 1 , in favour of the Cougars ! "
2764,2765,1,I'm tired of you always wearing my clothing ! 
2765,2766,1, Aren't you the pot calling the kettle black ? You're wearing my pants right now ! 
2766,2767,1,"Oh , my God ! I've been cheated ! "
2767,2768,6, What ? What did you buy ? 
2768,2769,1, It's a brick ! I can't believe how stupid I was . Damn it ! 
2770,2771,1," There was a guy on the sidewalk.He had three new boxes , Panasonic video camera boxes.He said he had to get rid of them quick . "
2775,2776,6, I can't believe how stupid you are . Why didn't you open the box ? 
2793,2794,1, You can ’ t take me to jail ! What about my sleigh ? It ’ s Christmas Eve ! I have presents to deliver ! Rudolph ! Prancer ! Dancer ! Get help ! 
2794,2795,1,It's taking you forever to do my hair . 
2796,2797,1, You should've been done already . 
2798,2799,1, I don't think that you're done . 
2800,2801,1, My hair looks hideous . 
2802,2803,1, It doesn't look good at all . 
2804,2805,1, I really hope that you didn't expect me to pay you for this . 
2806,2807,1,You're spending a very long time on my hair . 
2810,2811,1, Are you sure you're finished ? 
2812,2813,1, You did a horrible job on my hair . 
2828,2829,1, I won't be paying you for this . 
2830,2831,1,I'm so angry at Bob for buying a new bike . 
2833,2834,1," Oh , don ’ t talk to me about last night ! It was the most awful evening I ’ Ve ever had . "
2840,2841,1,"This is the end , Jane . I don't want a girlfriend who goes out with other guys all the time . "
2842,2843,1, No way . I've given you too many chances already . 
2843,2844,1,How annoying ! 
2854,2855,1, But how guilty to waste food ! 
2855,2856,1,You didn't show up to my performance last night ! Some kind of friend you are ! 
2857,2858,1, Sure . You look like you're all black and blue . 
2859,2860,6, You're serious ? 
2864,2865,1," Don ’ t be kidding , OK ? "
2866,2867,1, Because I have given him up as a bad job . Our relation has been over . 
2868,2869,1, Didn't I tell you ? It's over ! 
2870,2871,1," It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up ! "
2871,2872,6, Really ! Did she tell you why she didn't show up ? 
2872,2873,1," No , but I ended up finding out later that night when I saw her drinking with another man at a club near my home ! "
2874,2875,1," I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that the night , but she didn't answer the phone . "
2876,2877,1, I know . I still haven't heard from her . The good thing is that I'm so angry with her that I don't feel sad about not having her around . 
2880,2881,1,I can ’ t stand being with you anymore . I'm sick of your drinking . 
2882,2883,1, How many chances have I given you ? I don ’ t trust you any more . 
2885,2886,1, Absolutely not ! I'm not a thief . 
2886,2887,1,Thanks . Sometimes talking with a friend is a great way to get over something . Do you mind if I vent a little bit ? 
2888,2889,1," Great , because I am really mad at William . I mean , what kind of an idiot wouldn't be able to appreciate a smart , beautiful woman like me ? Anybody who would be friends with that guy has to be really dumb . "
2890,2891,1," Oh right ... present company excluded , of course ! "
2891,2892,1,I am fed up with Jack . He is so weak in dealing with other people and always eats dirt . 
2893,2894,1, How do you know that I didn ’ t try ? I just couldn ’ t manage it . 
2896,2897,1, For God's sake ! It's too bloody . How can people be so cruel ? 
2898,2899,1, You can't prick the fish to please the sick tastes of some bloody people . 
2900,2901,1," Just an animal ? But it has life too . If you want a tattoo , get one . It's your choice because you want it . But has anyone asked the fish if it wanted one ? "
2903,2904,1," But where have you been , Alice ? You're over an hour late . "
2905,2906,1," But why were you getting off work so late ? The office close at six , doesn't it ? "
2907,2908,1, But didn't you tell him you had an appointment ? 
2911,2912,1," No , you must stay ! I swear it , and the oath shall be kept . "
2912,2913,1, I tell you I must go ! 
2915,2916,1, I ask you to pass through life at my side-to be my second self and best earthly companion . 
2916,2917,1, I'll never again come to your side  I am turn away now and can't return . 
2917,2918,1,I really like the record you lent me the other day . 
2918,2919,1, I'm glad you like it . 
2919,2920,1, And thank you very much for letting me keep it so long . 
2920,2921,1, Not at all . 
2921,2922,1, I'm most grateful . Everyone in our class enjoyed it . 
2922,2923,1, I'm glad . 
2924,2925,1,Congratulations on the new house ! 
2925,2926,1, Thanks ! We love it . 
2926,2927,1," Well , you guys worked hard for it . It's really beautiful . "
2933,2934,1, Isn't there anything that sounds fishy ? 
2935,2936,6, All-right guy ? All right . Let's talk about something else instead . 
2939,2940,1, I have to work on Saturday all day ! I really hate my job ! 
2966,2967,1," The heating controls don't work anymore , so it always feels like it's about 100 degrees in the car — even in the summer ! "
2970,2971,1, It costs more than you think to run a car---especially when there are so many things wrong with it ! 
2972,2973,1,"I know I'm a blabbermouth , but what do you think she should do , John ? "
2974,2975,1, I know ! But it's really important to her ! Her whole life could be ruined by this man ! 
2981,2982,6," Oh , yes ! I completely forgot about it . "
2983,2984,1," No , but now he'll be in trouble . What's a boyfriend for ? To forget about Valentine's Day ? "
2985,2986,1," You know , it's OK for a girl to forget these "" big days "" , but for a guy , to do that is unforgivable . "
2993,2994,1,"Well , I ’ d better get back to work . I ’ Ve got a ton of stuff on my desk ! "
2998,2999,1, Didn ’ t I tell you ? It ’ s over ! 
3000,3001,1," It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up ! "
3001,3002,6, Really ! Did she tell you why she didn ’ t show up ? 
3002,3003,1," No , but I ended up finding out later that night when I saw her with another man at a club near my home ! "
3004,3005,1," I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone . "
3005,3006,1, I can ’ t believe she would do that to you . It ’ s so dishonest---and rude ! 
3006,3007,1, I know . I still haven ’ t heard from her . The good thing is that I ’ m so angry with her that I don ’ t feel sad about not having her around . 
3013,3014,1," With everything , with everybody , with all this ! "
3021,3022,1," The cat has eaten my fish , I'll kill it . "
3023,3024,1, I'll beat him . 
3026,3027,1, I'm tired of your cut-and-dried opinions . Who do you think you are ! 
3027,3028,1, How dare you speak to me like this . 
3028,3029,1, Why not ? 
3029,3030,1,When I quarrel with my husband . He didn't even try to cool me out . 
3033,3034,1, I didn't like her butting in where I didn't want her . She's a chatter box . 
3035,3036,1, I know . But I just can't stand her butting in when I was trying to emphasize a point . 
3036,3037,1,"I wonder what he looks like . Oh , I can't wait to see him ! His email said he'd be wearing a white hat . ( looking around for him ) oh , there is . "
3038,3039,1, Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true . 
3040,3041,1, What a bummer ! You set me up ? 
3042,3043,1, How dare you ! ( starts to walk off ) 
3044,3045,1, Why did you lie to me in the email ? 
3046,3047,1, I should have known it was you . No wonder all the 20 questions were answered correctly . I thought I might have found the one for me . 
3054,3055,1," Ur , you really let me down . "
3056,3057,1," No , you haven ’ t . You just don ’ t care about me . You ’ re an indifferent husband . "
3059,3060,6,What ? How could you forget to reserve the concert tickets ? 
3061,3062,1, How could you ? I reminded you just this morning . 
3063,3064,1, I have been looking forward to this performance all month . 
3065,3066,1,Why didn't you tell me you had a girlfriend ? 
3067,3068,1, But you should have told me you were in love with her . 
3069,3070,1, You know you didn't . 
3071,3072,1," Yes , but you might have told me before . "
3073,3074,1, You can't be serious . How dare you not tell me you were going to marry her ? 
3075,3076,1," Oh , you men ! You're all the same . "
3076,3077,1,Why don't you watch where you're going ? 
3078,3079,1, There was plenty of room for me to pull out.You didn't have to stay in the lane you were in . 
3086,3087,1, It doesn't work . It looks like it's broken . I need to get to a hospital . You should drive me there . 
3088,3089,1, Damn it ! I'm injured here . We could wait all day for the police . 
3090,3091,1, It really hurts . 
3092,3093,1, To hell with you . The accident was your fault . 
3094,3095,1, To hell with you . 
3098,3099,1, Quiet everybody ! 
3099,3100,1,I can't stand the stupid guy any longer.It ' s unbelievable ! 
3101,3102,1, He does everything so mindlessly that he is going to drive me crazy . 
3103,3104,1," I have told him how to do it several times , but he's never listened to me . "
3109,3110,1,Why didn't you tell me you had a girlfriend ? 
3111,3112,1, But you should have told me you were in love with her . 
3113,3114,1, You know you didn't . 
3115,3116,1," Yes , but you might have told me before . "
3117,3118,1, You can't be serious.How dare you not tell me you were going to marry her ? 
3119,3120,1," Oh , you men ! You're all the same . "
3120,3121,1,You shouldn't have told her the truth.What can we do now ? 
3122,3123,1, You are always like this . I've told you many times not to tell her . 
3124,3125,1," It's too late to say sorry now.Oh , what am I going to do ? "
3135,3136,1, Absolutely not ! I refuse to have thirteen people for dinner on Friday ! 
3144,3145,1," Ur , you really let me down . "
3146,3147,1," No , you haven ’ t . You just don ’ t care about me . You ’ re an indifferent husband . "
3156,3157,1," And I ’ m trying to watch the game , but you ’ re yapping on about your new clothes ! "
3157,3158,1, Well I have to decide which gifts to keep and which to exchange for better ones when I go to the Boxing Day sales this afternoon ! 
