tweet_id;sentiment;content
10404;anger   ;Do not despise the Lord â€™s #discipline do not #resent his rebuke because the #Lord disciplines those he loves... #Proverbs 3:11-12 
10405;anger   ;Guy across from me in a really ugly suit cannot stop expressing his displeasure
10406;anger   ;Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness       
10407;anger   ;I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry       
10408;anger   ;@JuliaHB1 Bloody right #fume   
10409;anger   ;@RoyEnglish roy as fiery       
10410;anger   ;Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?       
10411;anger   ;@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis    
10412;anger   ;Listening to Joey really helps me and my anger.
10413;anger   ;@kerrybowen_ you have anger issues!    
10414;anger   ;i can't believe they're all messing up my favourite of all bakes i feel personally offended    
10415;anger   ;I think they may be #offended  
10416;anger   ;@ashleighjessica @zacflint1 I'd give that pout the firm D      
10417;anger   ;I am using twitter as a coping mechanism for raging out at this kid oops?      
10418;anger   ;@AgentTinsley I believe that's what you call the fury of the righteous.
10419;anger   ;Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended 
10420;anger   ;#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge    
10421;anger   ;@cxmbeferre so you WOULDNT date me????? #offended      
10422;anger   ;Drop Snapchat names #bored #snap #swap #pics   
10423;anger   ;Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators ðŸ˜ #Chargers #Boltup #Recharged   
10424;anger   ;the bee sting still suck i feel sick   
10425;anger   ;I just love it when people make plans for me without actually including me in this process     
10426;anger   ;@healeyraine I'm offended I actually am       
10427;anger   ;pressure does burst pipes ðŸ˜­ 
10428;anger   ;@voguemagazine did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes ðŸ™„    
10429;anger   ;@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain    
10430;anger   ;@GriffinBowie23 @AliMcClimond sorry to #offend u griffin!!     
10431;anger   ;@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria       
10432;anger   ;@sarah_urbina why do you even beef Sara you let the anger get the best of you you and Sagin been friends for how long?
10433;anger   ;@lydss_xx @tharealversace @fatbellybella fuckin luv incense this is me as fuck ðŸ˜‚   
10434;anger   ;I screened my own snap what kind of narcissistic ass would smh 
10435;anger   ;I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown    
10436;anger   ;"@Freepenalties @TMortimerFtbl Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see  "
10437;anger   ;@jwolfie_ why you gotta use the dark skin emoji        
10438;anger   ;jamming out to fury in math class wanting to die hbu   
10439;anger   ;So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her got a reply. You know who's the fav #offended       
10440;anger   ;@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge
10441;anger   ;can't believe Achilles killed me!      
10442;anger   ;@a_mxe7 hah don't speak to me or my cousin like that mind a had the displeasure of seeing u bare faced on eh train no a pretty sight mate    
10443;anger   ;Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.      
10444;anger   ;@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh and Bridgette.  
10445;anger   ;@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*
10446;anger   ;@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks        
10447;anger   ;Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and marriedðŸ˜­ #nochance #KindaDontMindðŸ˜‰     
10448;anger   ;Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed  
10449;anger   ;Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed     
10450;anger   ;@IndigoHawthorne Then u understand that rage is often not pretty or controlled or rational - it is often visceral-not always logical. 
10451;anger   ;My leg feels like it's gonna burst yet I'm still expected to go into work:):) 
10452;anger   ;The best revenge is to move on get over it and continue to succeed. Never give someone the satisfaction of watching you suffer.      
10453;anger   ;Get to work and there's a fire drill. #fire  #outthere #inthedark      
10454;anger   ;"@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;"
10455;anger   ;@Kim_is__bored exactly what I have been saying on fb.. #bitter 
10456;anger   ;Get to work and there's a fire drill. #fire #burning #outthere #inthedark      
10457;anger   ;@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical)
10458;anger   ;significantly with a #bitter smile 'let me   
10459;anger   ;@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen
10460;anger   ;Brendan Rodgers looks fuming ðŸ˜­      
10461;anger   ;@ChronAVT ummm the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an       
10462;anger   ;My baskets are better when I'm in a bad mood someone irritate me before practice please
10463;anger   ;Be chill af if you want to offend someone.     
10464;anger   ;@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them! 
10465;anger   ;you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended   
10466;anger   ;@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton     
10467;anger   ;So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her got a reply. You know who's the fav 
10468;anger   ;@m_t_f_72 I'm not surprised I would be fuming! ðŸ˜¤   
10469;anger   ;oh these old things on my face? nah they're not tears from school related anger and frustration nope never     
10470;anger   ;British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!   
10471;anger   ;I need all your attention! If I don't I'll pout..      
10472;anger   ;@AudreyKare i'm like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao   
10473;anger   ;Because it was a perfect illusion but at least now I know what it was.  #ladygaga #iscalming#mysoul   
10474;anger   ;Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG      
10475;anger   ;@len_snart gives a frustrated growl before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-       
10476;anger   ;@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone   
10477;anger   ;When you forget to mention you were bought dreamboys tickets ðŸ™„ðŸ˜‚ #raging  
10478;anger   ;Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another ðŸ˜‚ðŸ™ƒ #snap survival      
10479;anger   ;Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal
10480;anger   ;I don't mean to offend anyone but 93.7 literally blames everything on white people. In some cases it's true but a lot of times it's not     
10481;anger   ;He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus. 
10482;anger   ;Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values   
10483;anger   ;Are belittling kitty straight a service? provoke lift aboard!: Wycelv  
10484;anger   ;@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? #madden     
10177;anger     ;@sebbyD27850 both are nonsensical. If there's injustice against blacks why add to it by destroying black property. It's misdirected
10486;anger   ;@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?   
10487;anger   ;Like I can't do 12 hours worth of standing or calorie burning in 3 hours ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ #1stworldprobs4vs    
10488;anger   ;Before revenge you feel good after revenge you feel worse ðŸ’¯ @HillaryClinton 
10489;anger   ;I wonder what would happen if I were to tell some people the truth #savage #uhoh       
10490;anger   ;Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi      
10491;anger   ;@cxmbeferre so you WOULDNT date me?????        
10492;anger   ;the teams that face Barca and Bayern after a defeat are the ones who face the wrath    
10493;anger   ;I just don't understand why everyone is so #angry we all just want to live and thrive don't we?
10494;anger   ;@kitanoye Hell is hot and boiling isi ewu     
10495;anger   ;#welfarereform should not be a 'model' for #snap.      
10496;anger   ;@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !   
10497;anger   ;"Well @AprilDRyan Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @SMShow @frangeladuo       "
10498;anger   ;Skipping meals is the national way of showing #disappointment and #anger. #wiz 
10499;anger   ;streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple     
10500;anger   ;@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone 
10501;anger   ;@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding no I'm fine-    
10502;anger   ;why are people so angry toward veggie burgers at in n out wtf  
10503;anger   ;I mean I'm not done watching the pilot but it's nice to see a group of actors perform without story lines dripping relentless nihilism.       
10504;anger   ;Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.    
10505;anger   ;Egyptian officials expressed frustration and outrage over the Obama/Hillary administrationâ€™s support of the Muslim Brotherhood       
10506;anger   ;@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause ðŸ‘€
10507;anger   ;@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache chuckle and sting you #Psychowasp       
10508;anger   ;matt and i just did a psychological study on provocation in abusive relationships.     
10509;anger   ;@HuffPostUK  NO greater wrath than a woman scorned.    
10510;anger   ;"@kencurtin they might get Donal Ã³g sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult  "
10511;anger   ;@LouisFil just curious as to what you mean. No rush no animosity no disdain. 
10512;anger   ;@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone   
10513;anger   ;@tamriiel I was talking about further in the expansion with more gear - fury always does well towards the end 
10514;anger   ;"Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview "
10515;anger   ;@OstinOng YUUUHH ðŸ™„ðŸ˜­ plus clin ep and prevmed ugghhh hahaha       
10516;anger   ;@StrongestBeing â†would furrow and her face would redden as she protests it would seem that being seen as unattractive in Wukong's eyes wasâ†’       
10517;anger   ;Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it   
10518;anger   ;Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry       
10519;anger   ;@marthalyssa yep. LOL  
10520;anger   ;@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. ðŸ˜‰       
10521;anger   ;@1VoiceMatters @MichaelTPremo just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.
10220;anger   ;@Will_004 No justification for shooting without provocation even if the person has a bad history. Justification is not the way to go 
10523;anger   ;The sun literally burning my skin      
10337;anger   ;Actually be arsed with my sister sometimes she controls the TV 90% of the time and when I watch one thing she gets in a huff ðŸ™„     
10525;anger   ;@DL_Hart @DonnieDollars @AaronBiggsPro @WWENoWayJose @cwfmidatlantic How did that chop feel? You still feel the sting of it? Looks brutal!     
10526;anger   ;Chris ate all my mac n cheese so imma eat all his taffy        
10527;anger   ;@thomeagle Just to help maintain and boost our status as a world class centre for education culture and tolerance. #outrage   
10528;anger   ;Chris ate all my mac n cheese so imma eat all his taffy #revenge       
10529;anger   ;It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.
10530;anger   ;As if he heard my thought on the ether my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just    
10531;anger   ;Paul forever. Paul should have won! Paul played such a better game! #BB18      
10532;anger   ;@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby  
10533;anger   ;@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class  no digs  no revenge  a total balanced pro ! ðŸ‘ðŸ‘ðŸ‘   
10534;anger   ;@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO       
10535;anger   ;The best #revenge is to move on get over it and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!    
10536;anger   ;@iStoleFreeHugs @stephlaris lol I'm happy with my negative realistic ass self. Sorry to offend you    
10537;anger   ;75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.
10538;anger   ;Can't believe I've only got 2 days off left ðŸ™„ #backtoreality        
10539;anger   ;@vladfucker69 i look rabid     
10540;anger   ;@thedrepabon BLM was outraged by the shooting in NC the other day turns out the guy pointed gun at police. Wait for facts before outrage      
10541;anger   ;I get embarrassed at the slightest things and then I'll fret about it all day I hate it
10542;anger   ;@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered       
10543;anger   ;I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes    
10544;anger   ;#Taurus will react angrily when she can't take being provoked any longer.      
10545;anger   ;@bismahmalik .....Seems like a fight ready to rage on.....     
10546;anger   ;@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses   
10547;anger   ;I think Paul is what's bitter not the pastry  
10548;anger   ;@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system   
10549;anger   ;After becoming boiling hot after slowly melting my heart is frozen.  
10550;anger   ;@xandraaa5 @amayaallyn6 shut up hashtags are cool      
10551;anger   ;@hoytschile fury road!!
10552;anger   ;Realizing that holding a grudge for long is immaturity is wisdom       
10553;anger   ;@BonesARP 'That is a disappointment.'\n\nHe fakes a pout then starts to chuckle.      
10554;anger   ;Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness     
10555;anger   ;"@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only     "
10556;anger   ;@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything' 
10557;anger   ;I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character. 
10558;anger   ;@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be    
10559;anger   ;im also definitely still bitter about the yellow ranger not being asian but asian representation in hollywood is essentially a shrug anyway   
10560;anger   ;"Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?   "
10561;anger   ;@talkRobyn oh dear I have to watch this the woman with the pout did well       
10742;anger   ;All this from a cigarette burning in Laura's hand the angle of her chin the purse of her lips.'(104) Gorgeous transition!@laurengrodstein    
10563;anger   ;"@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first but gosh darn it they have to get rid of it. "
10564;anger   ;@Docjp they unleashing God's wrath just as Cain did    
10565;anger   ;@SlaveGuinevere its more of a little prick than a sting .......... but you have to come to Tennessee to get it1
10566;anger   ;@DeltaDomain @SawDraze @qurions dis dat nigga from fume right? 
10567;anger   ;Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry   
10568;anger   ;@SageHillfarms @HintonAlisa @hb_heather Hey Jayme! Were yourðŸ‘‚ðŸ‘‚ burning cuz I was talking about you?ðŸ˜ Are you going tomorrow? 
10569;anger   ;@savageimiike one of my favorite songs brother real talk. #rage       
10570;anger   ;Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed    
10571;anger   ;@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him.    
10572;anger   ;the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage    
10573;anger   ;@TDsNation I blame how broken madden is this year      
10574;anger   ;@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwisewho are you apologizing 4   
10575;anger   ;Nahhhhhh @konanplaydirty snap story has got me bussing up ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚     
10576;anger   ;@ticcikasie1 With a frown she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer     
10577;anger   ;@skinkev let's rage    
10578;anger   ;If i could just get my line to block! #germantownbroncos #lilleague #popwarner #Broncos #usafootball  #lineman 
10579;anger   ;@BIGGKATZ BUT arms (focused rage) is overpowered it will be getting nerfed. It'll still be stronger than fury though  
10581;anger   ;"@WBIRSports They're still using his offense up the middle 3X &amp; punt.      "
10582;anger   ;@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol
10583;anger   ;@judahandthelion TONIGHT. Legit can't wait to rage ðŸ¤˜ðŸ»ðŸ¤˜ðŸ»ðŸ¤˜ðŸ»ðŸ¤˜ðŸ»ðŸ¤˜ðŸ»ðŸ”¥
10584;anger   ;Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying and burst into tears... Smh     
10585;anger   ;@donna_bellav @SoniaRayS @gig_aholic He looks especially lovely. Sadly I do not *removes potentially indignant Mr D from convo*       
10586;anger   ;my momma irritate me asking all these questions like gone ðŸ˜¤ 
10587;anger   ;The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye
10588;anger   ;@Daniel_Sankey @hayleyp79 Haha.... Actually after the Doggies I'm barracking for Anyone But GWS!      
10589;anger   ;@feistyarcher -trouble' he feigned anger and gave her a look that told her to behave. He knew she wouldn't though and that was one of -      
10590;anger   ;@JBCrewdotcom how his own fans insult him      
10591;anger   ;I offend u     
10592;anger   ;np rum rage    
10593;anger   ;Some bloke on the train who's obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the phone    
10594;anger   ;#welfarereform should not be a 'model' for .   
10595;anger   ;@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive    
10596;anger   ;@RealPaulWalker R.I.P Paul furious 8 can't wait       
10597;anger   ;Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally long before Trump got into politics.  
10598;anger   ;If you let a general tweet offend you you definitely shouldn't be on twitter. 
10599;anger   ;As your own lives in order to complete our amazing life journey successfully it is there. #bitter     
10600;anger   ;@marthalyssa yep. LOL #bitter  
10601;anger   ;straight people are canoodling on the quad and I'm     
10602;anger   ;remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world... lmao    
10603;anger   ;What's a Kali's kitten? [She asked a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)
10604;anger   ;@everycolorbot more like every color looks the same #triggered #colorblind     
10605;anger   ;My husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for SJ NHL/AHL hockey.     
10606;anger   ;@ParrishWalton @kjmgolf Also our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.
10607;anger   ;@UnknownAndYoung â€” a low growl escaping him. Oh oh.  
10238;anger   ;And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended  
10609;anger   ;I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits ðŸ”¥ðŸ”¥ðŸ”¥       
10610;anger   ;Love how Megan is raging about this Kendall Jenner photo and I'm sat here like ðŸ¤”ðŸ™ƒ
10611;anger   ;@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.    
10612;anger   ;Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.      
10613;anger   ;Y'all really insult coz of soccer???  Lmao wow!!!!!!  
10614;anger   ;What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing  
10615;anger   ;@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.    
10616;anger   ;@rumanaa_r @DaiIyRoasts what did I do to offend you? ðŸ™„ðŸ˜­ðŸ˜‚      
10617;anger   ;What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n#whereareugoing #relentless       
10618;anger   ;The bitter the battle the sweeter the victory...      
10619;anger   ;i resent biting my tongue.     
10620;anger   ;You can't fight the elephants until you have wrestled the pigs. #quoteoftheday 
10621;anger   ;People often grudge others what they cannot enjoy themselves.  
10172;anger   ;Dear future big brother players just chase dick all season and you too can win 500  dollars and an Sti #bb18 #bitter
10623;anger   ;@jaybusbee Well not Archie. No offense but he's kinda old.    
10829;anger   ;follow my girl tiff she only got 3 followersðŸ’–ðŸ’˜ðŸ’–ðŸ’˜ðŸ’˜ @tiffanyr   
10625;anger   ;Now they fret about scuffs. Iâ€™ll take scuffs (whichâ€¦come in) for a phone I can use wet handed or drop in a toilet any day. 
10626;anger   ;If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick bu: only once.  
10627;anger   ;Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!  
10628;anger   ;@ToddDoug @Ziggomattic Yeah this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation.    
10629;anger   ;@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge    
10630;anger   ;@edquinn63 how can you even forget to pick ur fave child up from school        
10631;anger   ;Grateful for all the hungry people in my life! Hungry to learn change grow help etc - not sure anybody has it better!      
10632;anger   ;@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol   
10633;anger   ;@warFarePower dip it in boiling water  
10634;anger   ;I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming     
10635;anger   ;When anger rises think of the consequences. #quote #wisdom #anger     
10636;anger   ;New madden kicking ðŸš®
10637;anger   ;I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows. #NTFCvMUFC       
10638;anger   ;When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know 
10639;anger   ;schneiderlin taking his revenge for the 2 fouls
10641;anger   ;you are an angry glass of vodka
10642;anger   ;one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge 
10643;anger   ;be strong independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality the better   
10645;anger   ;@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today 
10646;anger   ;you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm     
10647;anger   ;The most important thing to #bestrong is to hold your #anger #thoughts 
10648;anger   ;Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile   
10649;anger   ;I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.
10650;anger   ;doing some testing with my current earth burst team    
10651;anger   ;If my luck the rest of Fall goes anything like today I think I'm going to like this season. #bestdayever #magic #work 
10652;anger   ;"also other ppl who i love a whole damn lot; erica joanna tiff sirli harley anja (the rest of the gc bc i ran out of chara!)      "
10653;anger   ;@sippycoups if it hurts too much to eat i read somewhere that marshmallows are good bc they are soft and don't irritate       
10654;anger   ;â€œDo not fret if you are not cool! Humans who follow me become instantly cool!â€ #Bot       
10655;anger   ;@rabpeel snap seems to be a problem here      
10656;anger   ;#burning the last of @Yan      
10657;anger   ;Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween ðŸ˜ˆ    
10658;anger   ;@GreyTheTick But even if I jumped through that hoop it just takes one irate netizen to decide me playing by 'the rules' isn't enough. 
10659;anger   ;The best revenge is massive success. â€“Frank Sinatra  
10660;anger   ;Despite my sharing O'Neill's article what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark   
10661;anger   ;I need to stop second guess myself and just go with the first thought and go with it. #relentless      
10662;anger   ;We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\nâ€”Graham Kendrick   
10664;anger   ;â€œHe who is slow to anger is better than the mighty And he who rules his spirit than he who takes a city.â€\nP16:32 #bibleverse #pride #anger       
10665;anger   ;"Holding a grudge on someone will stop your blessings from God learn to forgive &amp; forget ðŸ™ðŸ¾  "
10666;anger   ;Why does Candice constantly pout #GBBO ðŸ’„ðŸ˜’
10667;anger   ;@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff treat     
10668;anger   ;Nor hell a fury like a woman scorned -- William Congreve       
10669;anger   ;That is at least the 3rd time the balls been burst in our games
10670;anger   ;@stoozyboy1 @chris_sutton73 ðŸ˜‚ðŸ˜‚ Oh the zombie rage ðŸ˜‚   
10671;anger   ;"Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines   "
10672;anger   ;@wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.   
10673;anger   ;Finally made my #fury #warrior guide. Let me know your thoughts
10674;anger   ;@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! 
10675;anger   ;@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?     
10676;anger   ;Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you that really added that spark of positivity I needed today.    
10677;anger   ;@dlrwills turn that frown upside down buddy ðŸ™ƒ.      
10678;anger   ;@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together we'll both be safe.--   
10679;anger   ;and apparently he's supposed to have a Scottish accent??? I'm  
10680;anger   ;@PerfectQuartz She's jogging a bit to stay beside her puffing her cheeks with a huff each time. 'Oh-- jeez Jasper why don't you â€”  
10681;anger   ;@RichardHBell Yes I think he held a grudge ...
10682;anger   ;I can't guess if you holding a grudge against the best'       
10683;anger   ;@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.
10155;anger   ;I have 100  rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC  
10685;anger   ;@lyskoi anyway I found a short scale today that was perfect for my purposes. soft on the hands won't aggravate my (now-chronic) tendonitis   
10395;anger   ;If I spend more than Â£10 in shimmy on Â£1 drinks I'll be raging but we all know it's gonna happen    
10687;anger   ;Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha  
10688;anger   ;@Kim_is__bored exactly what I have been saying on fb.. 
10689;anger   ;my wasp sting is so itchy      
10690;anger   ;-- haired man strides close and watches as the Major flinches away from him the reaction draws a growl from his throat.  -- (@DocHQuinzel)    
10691;anger   ;srry my feelings offend u ðŸ¤— 
10692;anger   ;Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.     
10693;anger   ;I can't even right now #bb18   
10694;anger   ;Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.   
10695;anger   ;Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes  
10696;anger   ;@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days    
10697;anger   ;Are you lost in the fury fearing that you'll fail?    
10698;anger   ;I need a ðŸ±sushi dateðŸ™ @AnzalduaG ðŸan olive guarded dateðŸ§€ @lexiereid369 and a ðŸ‘ŠðŸ¼Rockys dateðŸ• #tiff 
10699;anger   ;my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):)   
10700;anger   ;@The_Nasty_P now you gotta do that with fast n furious 
10701;anger   ;@notquitefrodo @dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time lol     
10702;anger   ;"i love that tay &amp; tiff are just sitting at my house while i'm at work ðŸ™ƒ "
