,tweet_id,sentiment,content
4344,1960328354,fear,"@IZEAinc So sad...found otu about your boot camp too late.   Oh well, may be in LA that day anyway."
4346,1960328802,sadness,@AsiaRain22 @ the expensive of their workers welfare  other than that they are the shit !
4347,1960329331,fear,@Policani The Northern Clemency.  But I don't recommend it.  Too much description and not enough action. Too slow
4350,1960329792,fear,"@jaynenorthover oh and yes (Y) metros, but I dont think I will be drinking, I think I mite have work the nextday"
4351,1960329964,fear,"&quot;No offense, but your hair is bad today.&quot; Life isn't worth living anymore   Nothing hurts quite like hair insults. *cries into pillow*"
4352,1960330048,fear,@exton won't anyone give poor ernie reyes jr a break?
4353,1960330134,surprise,@dhewlett Well thatï¿½s disappointing to hear.
4354,1960330385,sadness,Checking out Ciege Cagalawan's S/S Collection and I am regretting that I did not see his collection tonight  I got invites!
4355,1960330501,fear,needs my mommy  http://plurk.com/p/x116r
4356,1960330631,anger,Im sure the 5 ppl who came in after me will be seen by a dentist before I will
4358,1960331256,sadness,"I didn't get the job at Stuff Magazine  Dammit, that would have been amazing!! Oh well."
4361,1960335223,surprise,@dsfq Definitely grass cutting   Cole has committed himself to stacking wood for our neighbor as well. Past 2 days set is back too far.
4362,1960335720,fear,"@gina_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?"
4363,1960336689,fear,"is upset, I left my phone at home again"
4365,1960337108,fear,Dimples was in the preview... are they not on today?  It hasn't aired here yet... via http://twib.es/CPF
4366,1960337145,anger,"@dmolsen Gain an instant follower, just use the #tits tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag."
4367,1960337157,sadness,@DinoB937 ask mark if he still has that old blink sense of humor!! i miss it
4368,1960337427,fear,PIRATE VOICE:AAARRRGGGHHH!!! I 4GOT MY DAMN WALLET AT WORK SHERMK!!! DAMMIT!!! SO CLOSE YET SO FAR!!! NOW IM STARVING!!!
4369,1960338146,sadness,going out on thursdays is a terrible idea. i knew there was a reason i haven't done it all quarter. *pops advil*
4370,1960338186,fear,@aka55 Hope you mom is okay
4371,1960338574,fear,@SeanHughes it is  tequila never ends up being a good decision.
4372,1960338579,surprise,"@simoncollister I moved in with the other half, so no balcony anymore  Have got a great mini-herb garden on window sill though! you?"
4374,1960338605,sadness,is exhausted.
4376,1960338825,fear,@xXScarletBXx I think that may look a little silly -.- Also my camera is broken so no photo
4378,1960339755,anger,Confuzzled
4379,1960339940,surprise,"@alexalgebra Unfortunately, that's how it usually goes.  In answer to yesterday...I'm okay. Things may be looking up. Miss talking to you."
4380,1960339975,fear,@hillaryohara because I couldn't get the money to mikey in time.  trust me. It makes me sad too.
4381,1960340051,surprise,"really cant be bothered going to work tonigh, its too nice to be stuck inside"
4385,1960341067,fear,doesntfeelwell
4386,1960341329,fear,Sitting at my kids school listening to moms discuss their daughters becoming women. I feel unsafe.
4387,1960341449,surprise,@sallyinnorfolk I have to spend lots of  our money on a new boiler...great!!! Not so lucky hey
4388,1960341680,fear,Sweat is just not cute.  Unfortunately I haven't figured out how to work out without sweating. BOO.
4389,1960342217,fear,"Im starting to rethink my &quot;I cant stand cold places&quot; stance..this heat, humidity is unbearable &amp; i cant stand the ac no more  #meltingaway"
4391,1960342701,fear,Back to work!
4392,1960343250,sadness,"@RetroRewind i have to wok a nite shift tonite so will miss it  please DM me, i promise i wont tell anyone else ;0) !!!"
4393,1960343673,fear,@zwaloo I've tried that already...
4394,1960345226,sadness,@althearicardo: 3 hrs to go pa ako
4396,1960345955,anger,"Stuck in an office, red hot"
4397,1960345960,sadness,Field day is sad. No ribbons for me.
4398,1960346269,fear,being upset
4399,1960346308,fear,@PortlandUK  Hope you don't get let down again.
4400,1960346631,happy,@EsmeACullen AWWWWWWW you totally rock...I felt all  and now I'm the happiest girl eva!
4402,1960347673,fear,@lindseygbaker yeah ill be on verizon... so those are my two options right now...
4403,1960348903,fear,Found out I have to go to the US again in August. Getting tired of transatlantic flights. Not good for my carbon footprint either
4404,1960348907,sadness,@jasondjkim i knowwww.. i cant deal. this 9-5 life is not for me
4405,1960348971,sadness,@kjNYC it's depressing
4406,1960349056,fear,Gonna go get my teeth taken out.
4409,1960349891,fear,@wolverine66 didn't get them
4410,1960351117,fear,I am tres depressed
4411,1960352040,surprise,@asheleybg That's actually not too far from the truth
4412,1960352475,sadness,Have $#@&amp;!!! Malware on my work PC!  I miss having an IT dept
4413,1960352628,surprise,@MiaOMal i'm not partying tonight
4414,1960352903,fear,.. so I can only recover 10 photos
4415,1960353097,fear,I can't find @HRHBrianthecat  hope he didn't get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*
4416,1960353321,surprise,"@bex_1210 holy crap, I need to see that! Too bad I gotta wait until tomorrow"
4419,1960353550,sadness,At work... What a miserable day
4420,1960353551,sadness,I feel like such a failure this morning
4421,1960354169,fear,Yay for having a giant headache  stupid glasses.
4422,1960354251,fear,"waking now, so lazy and very worry ..."
4423,1960354276,fear,What's with the mass exodus from work at half three?  It makes me sad
4424,1960354292,fear,Enjoyed last night at what I call &quot;real world social networking&quot; -  LOK event in Vancouver.  It was great!.  But headeache today
4425,1960354374,fear,"@Boy_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana"
4426,1960354566,fear,@rogiertje just checked my account I also paid twice
4428,1960376885,anger,Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!
4429,1960376921,fear,i think 90% of the irish population of manchester have come to my house today yet none of them are the 1 person i want to see
4430,1960377015,sadness,Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP
4431,1960377127,fear,"My Street Fighter IV skills are lacking, can't beat Seth on easy."
4432,1960377130,fear,is at home with a pukey boy! Poor little baby
4433,1960377541,happy,I did that once
4434,1960377687,happy,"On the list of park closures - Calaveras Big Trees SP, where I'm headed this weekend. So glad to be visiting before it's too late."
4435,1960377967,fear,@Jakeshears poor pooch...
4436,1960378046,sadness,I think i need some new friends
4437,1960378089,fear,"Poor DS is in bed with 100.8 fever - he won't be able to walk in Relay for Life tonight - feel so bad for him, he's so sad"
4438,1960379163,sadness,Finishiing up the Training Exercise in New mexico..  Not looking forward to the 19 hour bus ride home this weekend.
4439,1960379461,fear,@jerseybites I get bit by ticks all the time  I eat a ton of garlic in the summer to keep them and mosquitoes away! boo &gt;:O
4440,1960379668,fear,I've burnt my collerbone and arms and face! aww!
4442,1960379789,fear,"@JonathanRKnight Poor Jon, I feel for you dude   Eat some chocolate, that'll make you feel better, oh &amp; some ice cream - YUM!!!"
4444,1960380177,anger,http://twitpic.com/66mw1 - My poor car
4445,1960380630,sadness,@1capplegate still sad about Samantha Who?
4447,1960381185,happy,"Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June."
4449,1960381645,sadness,a bird flew into window at my parents house and snapped his poor neck. gotta bury him
4451,1960382512,surprise,gutted - the handbag I wanted has been sold!
4454,1960383371,surprise,"@jj1814 WOMAN, I didn't know you came home  you so suck!!! When are you going back!"
4455,1960383540,fear,@danielrhodes I worked on the precursor to bing at msft. They canned our project
4457,1960383852,sadness,looking out window is depressing it is so beautiful out and I am in here
4459,1960384392,fear,"worst, most depressing day, ever.  r.i.p"
4461,1960385114,fear,@antiheroine That sucks
4462,1960385140,sadness,@iAlejandro Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?
4463,1960385365,fear,"@crazydaisyfire Well thats even worse cuz when it gets hurt everyone is in pain, but poor Stephen has a smushed twitter now!"
4465,1960385554,fear,trying to learn how to speak french !  can't even remember a single word!
4467,1960386215,happy,Just took daughter to school. Still tired and still no voice. I know some people are happy!! LOL. Time to get ready for work
4469,1960386429,happy,"I've got a bit of neckache after going hard (not going home) at Alternative night. I mean I have to, it's nearly all over"
4473,1960387346,happy,greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why
4476,1960387687,fear,TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.
4477,1960387788,surprise,Woke up to the sound of my neighbor getting a new roof
4480,1960388281,anger,@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.
4481,1960388314,fear,"@afrolicious Chile, I gotta study   But I do hope to catch an art show or sumshin...i need to get out."
4482,1960388833,fear,@SoundBwoyFast Gloomy as ever. I wanted to hit the beach too.  might as well get like you and handle my errands too lol
4483,1960389377,fear,"FML, i cant loose another friend"
4484,1960389605,sadness,"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea."
4485,1960389973,anger,@iskrin rubbish!
4487,1960390408,sadness,might have to go back much earlier than expected. bye bye bay area
4488,1960390487,sadness,Covering for @grnturtle its slow today &amp; lonely
4489,1960390744,sadness,@macmuso not in Hobart sorry
4490,1960390988,sadness,"@JerryAZ most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled"
4491,1960391116,fear,"@autotunethenews i think there's something wrong with the video, it only loads the first 40-ish seconds"
4494,1960391389,fear,@illmindPRODUCER careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on
4495,1960391573,fear,@AshMarie214 they tried to take me 2 jail sissy  apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right
4496,1960391817,fear,Happy Friday! I just realized I left my cell phone at home today though
4497,1960392032,happy,@tiffaniallen: i'm happy you got your hair did!! and i cant wait til i get back to see it! we're leaving today
4499,1960392207,happy,@lilabiem hahaha well why would you smack ME for that?!  hahaha THE BIG BANGGG
4500,1960392360,sadness,None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.
4502,1960392649,sadness,"@kellykfog Totally unsurprised that Dave isn't coming back to 10@10. But Annalisa is wrong for it, opposite of big warm mellow Dave."
4506,1960419822,fear,"@AnotherJulia Wish I'd had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn't want to risk it"
4507,1960420090,fear,@ahhchieee haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.
4508,1960421184,sadness,why doesnt he want me anymore
4509,1960421281,surprise,"@MoosejawMadness You arent following me, so i cant send you a DM.."
4510,1960421383,sadness,"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad."
4511,1960422487,anger,The toaster oven was my fault. Now I'm going to look like an idiot in front of my father.
4512,1960422732,sadness,binstruct suffers from an update of the mib package... and the developer of that package is on holidays
4513,1960423130,sadness,@GarethCliff my heart hurts for them. Imagine how shit their skin will be when they're twenty from all the stuff they smeer on it. shame
4517,1960424332,fear,@release30  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do
4518,1960424648,fear,i'm really tired today!!
4519,1960425218,fear,"@johannabee Oh, no.    I'll think good thoughts."
4520,1960425570,fear,"not enjoying this cold, raininy Boston day.  I think my new metal back doesn't like getting wet. ;-)"
4521,1960425693,fear,Finding it hard to stay productive now the sun is coming through my side of the building
4523,1960426297,sadness,I think my computer is sick
4524,1960426497,fear,I tell him today! :S it's his last day
4526,1960427531,fear,@lofigirl who what?  call me
4527,1960427979,fear,working from home and ran out of coffee!
4528,1960428138,sadness,@jessiemayumi Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
4530,1960428582,sadness,@DonnieWahlberg I'm not feeling very inspired today...I was suppose to be @ the B'ham concert tonight!
4531,1960428637,fear,@PotterEntourage I hope your mom is ok?
4532,1960429076,sadness,@JonathanRKnight welcome back! I'm stuck in jury duty today.
4535,1960430451,fear,"such a failure, i just ate a char siew pao  just when i thought i can skip dinner and go along my non-existent diet"
4536,1960430788,sadness,This weather is awful! I just want to curl up and read a book all day
4538,1960430985,sadness,@NacMacFeegle Sad to see...despite my being glib about it
4540,1960431374,surprise,"@chelleis Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren't there!"
4542,1960432066,fear,@natdcook NAT!!! I'm going to miss you so badly
4543,1960432135,fear,"@TomFelton Oh how cool!!!, ok so for your head just laydown and put ice on it, that should heep the swelling down, I feel really bad"
4544,1960432151,anger,Some idiot just crashed into me on his bike.  Now my bike has a small dent in it and I have to buy a new set of pedals
4546,1960433031,fear,Feeling very undervalued and neglected. Not even the sunshine is pulling me out this lul.
4548,1960433676,sadness,@TheRealScarab and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL
4549,1960433726,fear,Hi there all! Can't stay to long have to go to work soon
4550,1960433862,fear,my Chrissy is sick w/ a spring cold   Tissues stuck up his nose last night looked so pathetic.  Feel better soon baby...
4552,1960434330,anger,Locked out of my fucking house!
4554,1960434611,fear,is going to our cabin soon
4555,1960434659,fear,The iPod is gonna die and gymnastics isn't over  boo
4556,1960434791,sadness,@Sadandbeautiful That sucks about your prints. Sorry
4559,1960435187,sadness,has the day open until 4. don't know what to do. everyone is leaving today
4560,1960436149,sadness,Watching Scrubs season 2. Oh I'm gonna miss that show
4562,1960437054,fear,"@BrittyBoo_20 I hope he does it soon, and i know i hate fakes"
4564,1960445090,sadness,Not a happy bunny
4566,1960445142,sadness,@kiddshow @deviantlysweet @causeimrossome still no shout out for Spider
4567,1960445254,surprise,"@hollyneufeld i found a few a couple of weeks ago.    i spazzed and then pulled them all out, so life is back to normal, lol."
4568,1960445717,anger,Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  damn Microsoft...
4569,1960446063,fear,slaving away at work
4570,1960446097,sadness,Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!
4571,1960446216,fear,@TALENTEDGENIU5 and that prob wont happen....
4573,1960446720,fear,on my way to work! working sucks big time
4574,1960447249,sadness,@Doonytime I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!
4577,1960447670,sadness,Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing...
4578,1960448322,sadness,"*sigh* my @ubank USB died on my this afternoon. R.I.P, you will be missed! I hadn't even had the chance to parade you around yet"
4579,1960448597,sadness,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.
4580,1960448602,fear,"is just waking up.. not very impressed with my sleep or my dreams. today is going to be a sucky day, I can feel it"
4581,1960448738,fear,So i sprained my ankle yesterday and it hurts worse today
4582,1960448767,fear,@nanpalmero - can't get the live chat
4583,1960449301,sadness,Lmao i come on mad replies im like damn im missed ... Damn follow friday lmao so im still not important or missed
4585,1960449559,fear,"@LittleLee  oh well,,,you dunno where i liv eANYWAY!"
4587,1960449828,fear,.@daveharte ... and now I wish I hadn't
4588,1960449843,fear,@sole_investor  how....no phone
4591,1960450682,anger,i hate history coursework sooo much
4592,1960450705,fear,Friday is the new Thursday
4593,1960450835,fear,@JonathanRKnight i wish i  would in california.....i m so sad
4594,1960450938,sadness,My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal
4596,1960451278,sadness,Wants to go sit in a park but should really be painting the bathroom
4597,1960451378,sadness,going to funeral today for friend and classmate who died in a car wreck last Friday
4598,1960451391,sadness,whenever it rains it's so hard to get motivated
4600,1960451786,fear,is sad she got her plans cancled
4601,1960452123,anger,"just got a haircut, NOT happy!"
4602,1960452919,happy,@GlasgowGooner Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took @street out LOL
4604,1960453722,fear,is SO frustrated!!! I'm stuck at home without any transportation to the global god conference!!! Ahh
4607,1960454225,sadness,I wish yesterday was Friday
4609,1960454526,happy,"@HansenBanana Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD"
4611,1960454836,fear,Worried about friend
4612,1960455427,fear,Woke up early! Still sick
4616,1960455918,sadness,":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?"
4617,1960455972,sadness,"going to eat with my aunt soooon, not getting ready just changing.   i hope today is a goood day  idk i miissss himm"
4618,1960456030,fear,"@GregDigneo: Your mail server just rejected a simple, plain reply to you as potential spam/virus threat. Not Good"
4619,1960456079,happy,Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!
4621,1960456136,fear,Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...
4622,1960456900,fear,"Science, History And maths.. its so nice outside"
4623,1960456936,fear,it's 8a and i'm already dressed  but we're on set today so let the real fun begin!!! lights! camera! action!
4627,1960457648,fear,iProcrastinate: This is by far my #1 character flaw. Gotta session at 11 and I don't want to emerge from my covers.
4629,1960457767,fear,I wish I was in dallas with the kiddnation family
4630,1960457865,happy,@GothLitChic It's too nice to be inside
4631,1960458164,happy,"@aligomm wow! How cool is that! or was I guess, I have 18 now  haha get another follower!"
4632,1960458328,sadness,@CEO_INTHEMAKING :aw
4633,1960458524,sadness,The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.
4640,1960460262,sadness,bored well its not like any one can see this i havent got any friends
4641,1960460785,happy,Vacation over!!!  Looking forward to the next one........
4642,1960461027,sadness,(@zachflauaus) Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.
4643,1960461187,sadness,feels not good at all
4644,1960461240,sadness,Last day for seniors bye bff
4645,1960461627,happy,"Off to work. My last day. Get to walk around and out-process. I am very happy to be one step closer to what I really want to do, but  2."
4646,1960461639,surprise,@lynnisnotgay tsk baddie. imissmonkeh today
4647,1960462908,fear,Going To the dentist
4649,1960463668,fear,I'm scared to set the pw on my BB bc I might forget it &amp; end up losing all my data. But yet I have financial info on it. Catch 22
4651,1960464904,fear,@8short_stack8 mady were did u go?  truck did u run away?
4653,1960465215,surprise,jake thomas looks so precious :'( i hate when they say &quot;there it is i see the white light&quot; in every ghost whisperer show
4654,1960465264,happy,@emily859 Glad to hear the weather's nice.  It's rained just about every day for the last five days.  Not fun for exploring
4655,1960465414,sadness,@HilaryKennedy i would share mine. but i have no hair
4656,1960466081,happy,@Xanthetwirls I only saw urs by chance. Who else would have that name! Think I'll b missing 2nite too.  Thank god for YouTube.
4657,1960466356,sadness,"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc"
4658,1960466725,fear,@akomuzikera HAHAHAHAHAH I thought I was following you already..I don't know what happened. sorry ha?
4659,1960466758,fear,@maya_banks &quot;Something must be wrong. Only found 17 July Harl/Sil books I wanted
4660,1960466847,fear,@BrittanyHauff Jz local movie here. The title's virgin 2 :p actually i feel not so good. So tired n dizzy
4661,1960466934,fear,sitting thinking how warm it is and wishing it wasnt so! Has so many things to sort out its driving me bonkers
4663,1960467003,sadness,Happy Sammy is going 2 here 2morrow!! But unfortunatly I'm not gone be able 2 go 2 the club he performing @
4664,1960467071,fear,i hate my life big time its sooo poop gode i ould cry
4665,1960467237,anger,"Tweetiful people, I am sick."
4666,1960467577,sadness,"just woke up, its laura's last full day here  Last night we watched embarrassing home movies"
4668,1960468056,fear,Charley horses in both legs all night. What the fuck?
4669,1960468415,sadness,"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad"
4670,1960468669,fear,sinus congestion is making thinking straight difficult
4671,1960468825,anger,@VVbrown It just sucks that I'm stuck in an office  but I have you at Selfridges to look forward too.
4673,1960468892,fear,damn! got caught eating my Cadbury Temptations by the brother. Last 6 pieces gone  will get Bournville next time. u have to earn it!
4674,1960469291,fear,@tarynantoniou where are you going tonight?!
4675,1960469335,sadness,Nothing like yoga to clear the mind and make you realize how crappy things really are
4677,1960469737,happy,chillin at home for the day yippee...wish @youngives was here to keep me company
4679,1960470367,surprise,Damnation. I just woke up.
4681,1960470693,fear,Going to meet the new family I'm babysitting for... Wish I was still sleeeeping
4683,1960470985,anger,@Andy_Hawk @andy_sims works sucks without being able to stream KWOD
4684,1960471056,sadness,GAWD!. If only that dream actually happened last night....
4686,1960471609,anger,i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i'm defo off to portsmouth for a bit
4688,1960471934,sadness,last day working for Tend
4689,1960472012,sadness,"my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work..."
4690,1960472058,sadness,is *ugh* what a miserable looking day. 54 degrees. Where did summer go?
4691,1960472282,sadness,spent all morning watching Eddie Izzard's Glorious! SO funny... realli shud hav studied thou...
4692,1960472412,surprise,@beamatti Ayy.  Okayyy. It was nice seeing you kanina ! :&gt; I like your hair. :&gt;
4693,1960472543,fear,"@vladalexa I have a Palm now. I would like an HTC HD, but it costs 3 times more than my phone"
4694,1960472599,fear,"Grrr, I can't even practice Trumpet or vocals because my glands in my neck hurt too much! Guitar it is then."
4695,1960472644,fear,"is abit happier at the thought that Ashleigh &amp; Loocie with be here soonish, but sad to miss her S-ane  ;)"
4696,1960472893,sadness,gutted!!! vodafone wont repair my faulty Samsung Omnia due to non existent water damage  grrrrr
4697,1960472950,surprise,"One load of washing put away, and another load on. Amazing how the house doesn't look any better for all my efforts"
4698,1960473109,fear,I am never going to get these pictures taken
4699,1960473115,fear,Just had another Army-provided root canal. Not fun. I'm starving and craving lunch at Paloma Blanca. That's a long way from here.
4700,1960473317,sadness,Just started raining in earnest... guess golf is off for today...
4701,1960473783,surprise,&quot;yeah them men love them blowjobs&quot; -something you never want to hear your grandma say over breakfast talkin about charles barkley
4707,1960489702,sadness,"pff, Life sucks sometimes!"
4708,1960489887,sadness,http://tinyurl.com/nqudrt - Hurt my finger at work
4711,1960489983,surprise,says ptour2 tom.  hello school again. shit! http://plurk.com/p/x15fh
4713,1960490016,fear,totally overstressed ... going to work now ... just want the college work to go away ... i don't wanna fail
4715,1960490916,fear,I've got a headache
4716,1960491502,fear,"@SuFiSammy praying you get better soon you sweet one , sorry your still not well"
4717,1960491550,anger,"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid 'ding' from them!"
4718,1960491756,sadness,"http://twitpic.com/61ov1 - @martinhiggins  i ahte stress, its supposed to be friday! it makes me wanna cry"
4720,1960492134,fear,"Ahh, I forgot about the test today"
4721,1960492280,anger,Gahh ! This weather sucksss !
4722,1960492385,anger,I really like how the weather widget on imac and iphone always predict different weather...not!
4724,1960492581,sadness,@lilabiem awww  don't do this to meee haha now you're gonna make me saddd
4725,1960493100,anger,@ryanmtedder He is the truth! But what about Maxwell? You can't forget the future father of my children!
4728,1960493884,fear,"My sunburn is peeling,"
4729,1960494488,fear,It's sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!
4732,1960495284,fear,Ahhhh I think the rain is gonna begin shortly
4735,1960495622,sadness,You know that 'rule' that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger!
4736,1960495890,sadness,I think my cheap sunglasses are falling apart. Oh well
4737,1960496025,anger,"urgh, i really hate that medicine"
4738,1960496091,fear,Wants somebody to cheer her up
4739,1960496253,fear,I guess you didn't hear the grumbles when kindle came out with no cover. My purse +eink screen = shortcut to broken screen  @COOLERebook
4740,1960496851,sadness,getting bored of walking up and down the stairs
4742,1960497607,sadness,@Juicytots you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!
4743,1960497619,sadness,"I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return..."
4744,1960497718,sadness,@ozzblair  hugs for the bad day you're having?
4749,1960498584,sadness,"NO! Keyboard Cat is/has been dead for YEARS! Play yourself off, Keyboard Cat."
4750,1960498607,fear,'Wake Up Darling'
4752,1960498991,fear,@runsforcupcakes that sounds yummy.  Does it take quite a few almonds to get the amount you need?  Nuts are expensive.
4753,1960499080,sadness,I'm feeling very alone at the moment   Mh..I'm going to leave now.
4756,1960499717,surprise,@swingsandpretty tip 2 : at the very least make sure the bottle top is on securely and tightly...
4757,1960499876,sadness,im gonna fail this test miserably in history
4758,1960500018,sadness,Back to reality... boo
4759,1960500178,fear,Really nervous about my animal rights presentation next period
4760,1960501232,fear,Fritz Roderick Von Hughes is sad to be in the kennel all day  http://apps.facebook.com/dogbook/profile/view/6882699
4761,1960502245,happy,@kiitzyy I think so hahah geez lady 3 hours ago?? Go to bed!! Lack of sleep is bad for your skin!
4762,1960502400,sadness,#asylm yay registered but lost all my friends
4763,1960502547,fear,Still sick at home
4764,1960503471,sadness,good news: my flat is great at regulating temps. in the heat. bad news: its sodding lovely outside and i'm working!
4765,1960503891,sadness,All the people I talk to are GONE
4766,1960504319,fear,Went to bed at 12:20 last night. Woke up around 10:45. Holy crap.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.
4768,1960505394,fear,I can't believe tour is almost over
4769,1960506100,sadness,@1outside a jo; tak nic no
4770,1960506210,fear,@CajoleJuice Likewise. But I don't know anyone who uses gtalk and the likes so I'm not holding much hope
4771,1960506460,sadness,@woodywoodford unfortunately I didn't leave the house in time
4772,1960506737,sadness,"Overslept. While the extra sleep was nice, it does play havoc with the days to-do list."
4773,1960507341,sadness,Getting my phone taken away
4776,1960508857,sadness,My cat has been missing for 2 days. I am freaking out.
4777,1960509682,fear,"@actionscripter I tried to translate your tweet using google translation service, but it just spat it out back out at me"
4778,1960509729,fear,Reading and taking notes but undertanding none of it  ... HELP!
4779,1960509951,sadness,all my worms either escaped or died  bums!
4780,1960509995,sadness,Dam only 5 votes  not gonna win anything now
4781,1960510011,anger,feels so used I hate guys grrrr
4782,1960510179,fear,real stressed
4784,1960511009,fear,My twitterberry wont work on my friends and me
4785,1960511071,anger,@erinealberty that sucks!
4786,1960511157,surprise,Oh man sold out  had to step away from my desk for 10 min! @theaskanison you were right
4787,1960511400,fear,@maltpress sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!
4788,1960512103,sadness,I'm sick!  it sucks! IM me! ohbabayy33
4789,1960512131,surprise,"@PirateEric When I read that, my first thought was using Cast&lt;T&gt;() as a status symbol"
4790,1960512487,surprise,@luzy_artillero Hahaha. Sana someone's selling the full version of &quot;Coding Workshop Photo Recovery Wizard&quot; CD! Demo mode lang eh
4791,1960512637,surprise,"I just found out that one of my friends, someone who I use to talk to all the time who has disappeared is blocking me from Flickr."
4792,1960512836,sadness,Just Finished My English Final...Just One Step Closer To The End.
4796,1960513742,anger,@ZomberellaMcFox not a fan
4797,1960514213,fear,"@tinytim2701 kinda, my housemates were a bit frantic as I appeared to have every fork we own hiding in my room, need to revise now"
4798,1960514513,sadness,"My leg broke, now I am waiting untile i can go again"
4800,1960514549,anger,Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.
4801,1960514884,sadness,@forgetmaine there's a 9 year waiting list to get an appointment.
4802,1960515298,fear,My throat hurts so bad that i dont even want to swallow my own spit.       And i officially cant talk now....
4803,1960515691,fear,"@PMSexgeek ugh something is wrong, suddenly I feel extremely flushed and shaky and I broke out in a sweat. Idk what's wrong."
4805,1960515884,happy,"The weather is SO nice! And there were so many hot guys in town, I felt like a kid in a candy store. Except all the candies are straight"
4806,1960516481,fear,@DrRonVonDoom i couldn't fucking sleep today either. it was hard for me to stay asleep for some reason
4807,1960516511,sadness,Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!
4809,1960517013,sadness,should not have waled past the Quad! I want to be outside having fun.
4810,1960517273,fear,"@_Janet_ ouch, I hate it when favourite items of clothing get ruined."
4811,1960517670,happy,"@putitonmyvisa haha nice! I heard it's a sweet hotel. On another note, not a good game last night"
4812,1960517766,happy,"My storm is acting up  ....Excited for the discussion session regarding Social Media. Scott Lake, CEO of ThinkSM, will be attending."
4813,1960517774,anger,@principalspage Grrr. We don't finish until July 3rd.
4814,1960518377,happy,@peterfacinelli You didn't answer my riddle  Party pooper lol. Jokes Joyce  it was a good one tho haha. Hav a gr8 weekend!
4816,1960519072,fear,is thinking today will be a longg day!
4817,1960520195,anger,"can't gauge the time of day in my office anymore... It's worse than a friggin' casino in here... no waitresses, smoking, or booze"
